Incident Number,Neighborhood,Occur Month,Occur Year,Occurence Date,Person Injury,Precinct,Open Data Latitude,Open Data Longitude,X,Y
19-0346,Boise,10,2019,10/27/2019,False,North,45.553628091,-122.666683872,"7,647,150","695,382"
21-0031,Argay,1,2021,1/10/2021,True,North,45.553762396,-122.532843922,"7,681,424","694,540"
19-0248,Cully,8,2019,8/8/2019,False,North,45.553829999,-122.601713009,"7,663,789","695,016"
20-0188,Argay,5,2020,5/10/2020,False,North,45.554003711,-122.519618269,"7,684,813","694,543"
21-0133,Argay,2,2021,2/12/2021,False,North,45.554003711,-122.519618269,"7,684,813","694,543"
20-0019,Argay,1,2020,1/8/2020,False,North,45.554121673,-122.520243374,"7,684,654","694,590"
20-0321,Roseway,7,2020,7/10/2020,False,North,45.554251282,-122.592153114,"7,666,241","695,106"
20-0317,Boise,7,2020,7/11/2020,False,North,45.554312337,-122.676648931,"7,644,605","695,700"
20-0743,Argay,11,2020,11/9/2020,False,North,45.554341554,-122.521157183,"7,684,422","694,676"
21-0266,Sumner,3,2021,3/28/2021,False,North,45.554442499,-122.573723835,"7,670,962","695,054"
20-0923,Argay,12,2020,12/31/2020,False,North,45.554453424,-122.528358273,"7,682,579","694,763"
20-0167,Sabin,4,2020,4/28/2020,False,North,45.554470858,-122.653223329,"7,650,605","695,597"
20-0578,Argay,9,2020,9/17/2020,False,North,45.554659682,-122.529107619,"7,682,389","694,843"
20-0158,Sabin,4,2020,4/22/2020,False,North,45.554746873,-122.651816184,"7,650,968","695,688"
21-0278,Sumner,3,2021,3/31/2021,False,North,45.554824112,-122.569445981,"7,672,061","695,165"
20-0303,Argay,7,2020,7/8/2020,False,North,45.554838414,-122.524259931,"7,683,632","694,877"
21-0013,Argay,1,2021,1/1/2021,False,North,45.554893801,-122.530920165,"7,681,927","694,940"
21-0042,Cully,1,2021,1/13/2021,False,North,45.555041644,-122.601168194,"7,663,940","695,454"
20-0171,Roseway,5,2020,5/1/2020,False,North,45.555053230,-122.593162893,"7,665,990","695,405"
20-0133,Sumner,4,2020,4/6/2020,False,North,45.555073987,-122.574762266,"7,670,702","695,291"
21-0034,Parkrose,1,2021,1/12/2021,False,North,45.555339240,-122.551110290,"7,676,761","695,233"
20-0360,Parkrose,7,2020,7/29/2020,True,North,45.555339534,-122.552016306,"7,676,529","695,239"
20-0079,Parkrose,2,2020,2/15/2020,False,North,45.555387588,-122.557770410,"7,675,056","695,294"
21-0066,Parkrose,1,2021,1/19/2021,False,North,45.555427480,-122.552007771,"7,676,532","695,271"
19-0072,Sabin,3,2019,3/11/2019,False,North,45.555454650,-122.649913791,"7,651,462","695,933"
21-0183,Cully,3,2021,3/1/2021,False,North,45.555455224,-122.600906234,"7,664,011","695,603"
19-0062,Sabin,2,2019,2/25/2019,True,North,45.555456064,-122.650718342,"7,651,256","695,939"
21-0106,Cully,2,2021,2/2/2021,False,North,45.555456471,-122.609080014,"7,661,918","695,658"
19-0088,Argay,3,2019,3/23/2019,False,North,45.555456633,-122.537254991,"7,680,310","695,186"
20-0335,Argay,7,2020,7/20/2020,False,North,45.555459155,-122.527800636,"7,682,731","695,126"
19-0300,Sumner,9,2019,9/13/2019,False,North,45.555721864,-122.572306120,"7,671,337","695,511"
20-0870,Cully,12,2020,12/15/2020,False,North,45.555729863,-122.600740664,"7,664,056","695,702"
20-0196,Parkrose,5,2020,5/17/2020,True,North,45.555829487,-122.544071266,"7,678,568","695,366"
21-0232,Parkrose,3,2021,3/17/2021,False,North,45.555832500,-122.564937044,"7,673,225","695,503"
20-0443,Parkrose,8,2020,8/19/2020,False,North,45.555836276,-122.560750759,"7,674,297","695,477"
20-0141,Argay,4,2020,4/10/2020,False,North,45.555930378,-122.530480828,"7,682,049","695,315"
21-0003,King,1,2021,1/1/2021,False,North,45.555944175,-122.658637403,"7,649,233","696,171"
20-0741,King,11,2020,11/6/2020,False,North,45.555953784,-122.661484788,"7,648,504","696,194"
21-0025,Overlook,1,2021,1/9/2021,True,North,45.556099399,-122.682388139,"7,643,153","696,391"
21-0167,Argay,2,2021,2/26/2021,False,North,45.556341533,-122.532830875,"7,681,451","695,480"
21-0234,Humboldt,3,2021,3/17/2021,False,North,45.556396267,-122.665672623,"7,647,436","696,384"
20-0773,King,11,2020,11/19/2020,False,North,45.556398163,-122.658568755,"7,649,255","696,336"
19-0397,Humboldt,12,2019,12/6/2019,True,North,45.556434146,-122.669048350,"7,646,572","696,421"
19-0042,Argay,2,2019,2/8/2019,False,North,45.556453012,-122.533198057,"7,681,358","695,523"
20-0920,Argay,12,2020,12/30/2020,False,North,45.556621911,-122.513623179,"7,686,372","695,459"
21-0125,Argay,1,2021,1/24/2021,False,North,45.556621911,-122.513623179,"7,686,372","695,459"
20-0577,Humboldt,9,2020,9/17/2020,False,North,45.556740173,-122.666787082,"7,647,154","696,517"
20-0266,Argay,6,2020,6/25/2020,False,North,45.556815449,-122.535507347,"7,680,770","695,670"
20-0049,Humboldt,1,2020,1/28/2020,False,North,45.556822250,-122.677545830,"7,644,400","696,621"
20-0238,Sumner,6,2020,6/12/2020,False,North,45.556981744,-122.576683151,"7,670,228","695,999"
19-0327,Cully,10,2019,10/8/2019,False,North,45.556988812,-122.604360689,"7,663,141","696,185"
19-0085,Parkrose,3,2019,3/20/2019,False,North,45.557149418,-122.549141049,"7,677,282","695,880"
20-0245,Parkrose,6,2020,6/16/2020,False,North,45.557150029,-122.552183316,"7,676,503","695,900"
21-0216,Parkrose,3,2021,3/10/2021,False,North,45.557150029,-122.552183316,"7,676,503","695,900"
20-0703,Parkrose,10,2020,10/24/2020,False,North,45.557150521,-122.550156472,"7,677,022","695,887"
21-0117,Parkrose,2,2021,2/7/2021,False,North,45.557150521,-122.550156472,"7,677,022","695,887"
21-0196,Parkrose,3,2021,3/4/2021,False,North,45.557151389,-122.564367996,"7,673,383","695,980"
20-0733,Parkrose,11,2020,11/4/2020,False,North,45.557151540,-122.556244909,"7,675,463","695,927"
20-0766,Parkrose,11,2020,11/17/2020,False,North,45.557192538,-122.549646393,"7,677,153","695,899"
20-0781,Parkrose,11,2020,11/23/2020,False,North,45.557192538,-122.549646393,"7,677,153","695,899"
20-0637,Parkrose,10,2020,10/7/2020,False,North,45.557193232,-122.547451628,"7,677,715","695,885"
20-0709,Parkrose,10,2020,10/26/2020,False,North,45.557198406,-122.557765782,"7,675,074","695,954"
21-0174,Parkrose,2,2021,2/28/2021,True,North,45.557198406,-122.557765782,"7,675,074","695,954"
20-0810,Parkrose,11,2020,11/30/2020,True,North,45.557261540,-122.538202392,"7,680,084","695,850"
20-0574,King,9,2020,9/17/2020,True,North,45.557308340,-122.660505343,"7,648,768","696,681"
20-0329,Cully,7,2020,7/18/2020,False,North,45.557337009,-122.578582445,"7,669,745","696,141"
20-0720,Cully,11,2020,11/1/2020,False,North,45.557408467,-122.580092537,"7,669,359","696,177"
20-0135,Parkrose,4,2020,4/8/2020,False,North,45.558007111,-122.545809494,"7,678,143","696,171"
20-0381,Parkrose,7,2020,7/30/2020,True,North,45.558007111,-122.545809494,"7,678,143","696,171"
20-0393,Parkrose,8,2020,8/6/2020,True,North,45.558007111,-122.545809494,"7,678,143","696,171"
20-0575,Parkrose,9,2020,9/17/2020,True,North,45.558007111,-122.545809494,"7,678,143","696,171"
20-0689,Parkrose,10,2020,10/21/2020,False,North,45.558007111,-122.545809494,"7,678,143","696,171"
19-0038,Parkrose,2,2019,2/4/2019,False,North,45.558095194,-122.545793143,"7,678,148","696,203"
20-0208,Parkrose,5,2020,5/26/2020,False,North,45.558095194,-122.545793143,"7,678,148","696,203"
20-0136,Parkrose,4,2020,4/9/2020,True,North,45.558141581,-122.564380587,"7,673,389","696,341"
20-0807,Parkrose,11,2020,11/30/2020,False,North,45.558194880,-122.547437000,"7,677,728","696,250"
20-0893,Parkrose,12,2020,12/24/2020,False,North,45.558203507,-122.548030930,"7,677,576","696,257"
21-0046,Parkrose,1,2021,1/14/2021,True,North,45.558203507,-122.548030930,"7,677,576","696,257"
20-0874,Cully,12,2020,12/16/2020,False,North,45.558217029,-122.598555864,"7,664,639","696,594"
19-0036,Concordia,2,2019,2/3/2019,False,North,45.558272783,-122.623463128,"7,658,262","696,781"
21-0219,Parkrose,3,2021,3/11/2021,False,North,45.558478340,-122.563502401,"7,673,617","696,458"
21-0264,Parkrose,3,2021,3/28/2021,True,North,45.558478340,-122.563502401,"7,673,617","696,458"
20-0339,King,7,2020,7/22/2020,False,North,45.558672006,-122.655530809,"7,650,055","697,144"
19-0269,King,8,2019,8/23/2019,False,North,45.558672406,-122.655655803,"7,650,023","697,145"
20-0633,King,9,2020,9/23/2020,False,North,45.558672406,-122.655655803,"7,650,023","697,145"
20-0672,Wilkes,10,2020,10/16/2020,False,North,45.558676809,-122.479813193,"7,695,048","695,994"
20-0496,Sumner,8,2020,8/30/2020,False,North,45.558680706,-122.570711404,"7,671,773","696,579"
20-0452,Humboldt,8,2020,8/22/2020,False,North,45.558814686,-122.666624155,"7,647,216","697,272"
21-0215,Cully,3,2021,3/10/2021,False,North,45.558818927,-122.607049155,"7,662,470","696,870"
19-0249,Parkrose,8,2019,8/9/2019,True,North,45.558849812,-122.562523925,"7,673,871","696,587"
20-0894,Parkrose,12,2020,12/24/2020,True,North,45.558928343,-122.562581456,"7,673,857","696,616"
20-0367,Parkrose,7,2020,7/31/2020,False,North,45.558952278,-122.559715720,"7,674,591","696,606"
19-0002,Vernon,1,2019,1/2/2019,False,North,45.559037711,-122.647276595,"7,652,172","697,221"
20-0267,Overlook,6,2020,6/25/2020,True,North,45.559063118,-122.682357623,"7,643,190","697,471"
20-0227,Cully,6,2020,6/5/2020,False,North,45.559079002,-122.608277336,"7,662,158","696,973"
21-0130,Humboldt,2,2021,2/10/2021,True,North,45.559102287,-122.666795267,"7,647,175","697,378"
20-0727,Cully,11,2020,11/2/2020,False,North,45.559114142,-122.604412172,"7,663,148","696,960"
20-0831,Parkrose,11,2020,11/21/2020,False,North,45.559114403,-122.557249446,"7,675,224","696,649"
21-0140,Parkrose,2,2021,2/16/2021,False,North,45.559114403,-122.557249446,"7,675,224","696,649"
20-0794,King,11,2020,11/25/2020,False,North,45.559115345,-122.658515900,"7,649,295","697,326"
19-0260,King,8,2019,8/14/2019,False,North,45.559116216,-122.659492331,"7,649,045","697,333"
20-0431,King,8,2020,8/15/2020,False,North,45.559122315,-122.661503944,"7,648,530","697,349"
20-0316,Parkrose,7,2020,7/11/2020,False,North,45.559133848,-122.539370981,"7,679,802","696,540"
20-0340,Vernon,7,2020,7/22/2020,False,North,45.559136689,-122.650201715,"7,651,424","697,277"
21-0053,Sumner,1,2021,1/15/2021,False,North,45.559267622,-122.575895886,"7,670,451","696,827"
21-0054,Parkrose,1,2021,1/14/2021,True,North,45.559389325,-122.560282259,"7,674,450","696,769"
21-0138,Parkrose,2,2021,2/15/2021,False,North,45.559389325,-122.560282259,"7,674,450","696,769"
21-0075,Humboldt,1,2021,1/22/2021,False,North,45.559445649,-122.668374535,"7,646,774","697,514"
20-0916,Parkrose,12,2020,12/27/2020,False,North,45.559521093,-122.557826582,"7,675,080","696,801"
21-0180,Sumner,3,2021,3/1/2021,False,North,45.559522678,-122.578482858,"7,669,791","696,937"
20-0490,King,8,2020,8/30/2020,False,North,45.559570599,-122.659548681,"7,649,035","697,499"
19-0324,Cully,10,2019,10/6/2019,False,North,45.559967577,-122.591168782,"7,666,547","697,183"
20-0606,Cully,9,2020,9/26/2020,False,North,45.560050421,-122.616331622,"7,660,105","697,381"
19-0383,Concordia,11,2019,11/26/2019,False,North,45.560264789,-122.642386287,"7,653,436","697,635"
19-0192,Concordia,6,2019,6/21/2019,False,North,45.560306778,-122.641899666,"7,653,561","697,647"
20-0827,Vernon,12,2020,12/2/2020,False,North,45.560329247,-122.647755095,"7,652,062","697,695"
20-0530,Sumner,9,2020,9/1/2020,False,North,45.560468376,-122.577162263,"7,670,138","697,273"
20-0362,Humboldt,7,2020,7/30/2020,False,North,45.560474101,-122.668687238,"7,646,704","697,891"
20-0758,Cully,11,2020,11/14/2020,False,North,45.560516424,-122.595832774,"7,665,358","697,414"
20-0143,Humboldt,4,2020,4/12/2020,False,North,45.560517563,-122.668419406,"7,646,773","697,905"
20-0359,Humboldt,7,2020,7/29/2020,False,North,45.560517563,-122.668419406,"7,646,773","697,905"
21-0221,Cully,3,2021,3/11/2021,False,North,45.560600278,-122.613286205,"7,660,890","697,561"
20-0839,Cully,12,2020,12/6/2020,False,North,45.560601570,-122.594773592,"7,665,630","697,438"
20-0488,King,8,2020,8/29/2020,True,North,45.560616751,-122.656288186,"7,649,880","697,858"
20-0680,Parkrose,10,2020,10/19/2020,False,North,45.560649565,-122.563136127,"7,673,731","697,247"
20-0160,King,4,2020,4/23/2020,False,North,45.560665780,-122.655868234,"7,649,988","697,873"
19-0370,Humboldt,11,2019,11/15/2019,False,North,45.561083582,-122.670120506,"7,646,343","698,123"
20-0301,Humboldt,7,2020,7/7/2020,False,North,45.561159001,-122.672955059,"7,645,618","698,170"
21-0038,King,1,2021,1/12/2021,True,North,45.561267157,-122.655840310,"7,650,001","698,092"
19-0392,Cully,12,2019,12/3/2019,False,North,45.561269280,-122.589439684,"7,667,002","697,646"
20-0486,Cully,8,2020,8/29/2020,False,North,45.561292445,-122.593596156,"7,665,938","697,682"
20-0747,Cully,11,2020,11/9/2020,False,North,45.561358553,-122.595539710,"7,665,441","697,719"
20-0912,Cully,12,2020,12/27/2020,False,North,45.561358553,-122.595539710,"7,665,441","697,719"
20-0919,Cully,12,2020,12/30/2020,False,North,45.561358553,-122.595539710,"7,665,441","697,719"
20-0666,Cully,10,2020,10/14/2020,False,North,45.561463340,-122.595360014,"7,665,488","697,756"
21-0059,Cully,1,2021,1/18/2021,False,North,45.561463340,-122.595360014,"7,665,488","697,756"
21-0111,Sumner,2,2021,2/2/2021,True,North,45.561479443,-122.568864628,"7,672,272","697,587"
19-0337,Concordia,10,2019,10/19/2019,False,North,45.561502935,-122.631715719,"7,656,180","698,014"
19-0123,Cully,4,2019,4/28/2019,False,North,45.561513654,-122.595459514,"7,665,463","697,775"
21-0185,Vernon,3,2021,3/2/2021,False,North,45.561758934,-122.651703259,"7,651,065","698,243"
19-0178,King,6,2019,6/11/2019,False,North,45.561805943,-122.656224019,"7,649,908","698,291"
19-0058,King,2,2019,2/19/2019,True,North,45.561810127,-122.655122750,"7,650,190","698,285"
20-0552,Concordia,9,2020,9/13/2020,False,North,45.561824795,-122.640972721,"7,653,813","698,194"
20-0583,King,9,2020,9/19/2020,False,North,45.561853416,-122.661002592,"7,648,685","698,341"
21-0019,Cully,1,2021,1/4/2021,False,North,45.561862913,-122.595113088,"7,665,555","697,900"
20-0888,King,12,2020,12/21/2020,True,North,45.561897090,-122.663640663,"7,648,010","698,375"
19-0287,Humboldt,9,2019,9/3/2019,False,North,45.561900396,-122.665796786,"7,647,458","698,391"
21-0007,Humboldt,1,2021,1/3/2021,False,North,45.561906835,-122.676498924,"7,644,718","698,467"
21-0199,Overlook,3,2021,3/4/2021,False,North,45.561910904,-122.686119100,"7,642,255","698,535"
21-0107,Sumner,2,2021,2/2/2021,False,North,45.561918482,-122.572821461,"7,671,263","697,773"
20-0332,Cully,7,2020,7/20/2020,False,North,45.561927043,-122.600770921,"7,664,107","697,961"
20-0147,Cully,4,2020,4/13/2020,True,North,45.562050986,-122.597287704,"7,665,000","697,983"
21-0109,Sumner,2,2021,2/2/2021,False,North,45.562275429,-122.577822085,"7,669,986","697,936"
20-0753,Concordia,11,2020,11/11/2020,False,North,45.562382851,-122.630721558,"7,656,443","698,328"
20-0749,Parkrose,11,2020,11/10/2020,False,North,45.562385585,-122.547361693,"7,677,786","697,777"
21-0099,Parkrose,1,2021,1/11/2021,False,North,45.562385585,-122.547361693,"7,677,786","697,777"
21-0238,Parkrose,3,2021,3/18/2021,False,North,45.562385585,-122.547361693,"7,677,786","697,777"
19-0231,Cully,7,2019,7/27/2019,True,North,45.562631727,-122.578752980,"7,669,751","698,072"
20-0221,Humboldt,6,2020,6/3/2020,False,North,45.562636793,-122.674460728,"7,645,247","698,719"
20-0752,Concordia,11,2020,11/11/2020,False,North,45.562646854,-122.641616954,"7,653,656","698,498"
19-0197,Concordia,6,2019,6/29/2019,False,North,45.562647570,-122.641136566,"7,653,779","698,495"
20-0514,Overlook,9,2020,9/3/2020,False,North,45.562658562,-122.688065691,"7,641,764","698,821"
20-0802,Vernon,11,2020,11/29/2020,False,North,45.562672207,-122.649374869,"7,651,670","698,560"
20-0813,Sumner,11,2020,11/25/2020,False,North,45.562674188,-122.577617967,"7,670,042","698,080"
21-0222,Cully,3,2021,3/11/2021,False,North,45.562681485,-122.595510456,"7,665,461","698,201"
19-0040,Humboldt,2,2019,2/7/2019,False,North,45.562687502,-122.672939387,"7,645,637","698,727"
20-0675,Cully,10,2020,10/17/2020,False,North,45.562693296,-122.597420808,"7,664,972","698,218"
21-0211,Humboldt,3,2021,3/9/2021,False,North,45.562706397,-122.668741317,"7,646,712","698,705"
20-0187,Cully,5,2020,5/9/2020,True,North,45.562709142,-122.610798655,"7,661,547","698,313"
20-0510,Cully,9,2020,9/2/2020,False,North,45.562709142,-122.610798655,"7,661,547","698,313"
20-0511,Cully,9,2020,9/2/2020,False,North,45.562709142,-122.610798655,"7,661,547","698,313"
20-0062,Cully,2,2020,2/3/2020,False,North,45.562714171,-122.594168082,"7,665,805","698,204"
20-0044,Sumner,1,2020,1/25/2020,True,North,45.562718711,-122.573327195,"7,671,141","698,068"
19-0079,Concordia,3,2019,3/14/2019,False,North,45.562734802,-122.642639692,"7,653,395","698,537"
21-0240,Cully,3,2021,3/21/2021,False,North,45.562759141,-122.611960533,"7,661,250","698,339"
21-0203,Concordia,3,2021,3/7/2021,False,North,45.562763754,-122.630153897,"7,656,592","698,463"
19-0241,Cully,8,2019,8/3/2019,True,North,45.562790925,-122.607985629,"7,662,268","698,324"
19-0376,Cully,11,2019,11/19/2019,False,North,45.562820086,-122.615212418,"7,660,418","698,383"
20-0661,Cully,10,2020,10/13/2020,False,North,45.562837422,-122.618294736,"7,659,629","698,410"
20-0366,Vernon,7,2020,7/31/2020,False,North,45.562999194,-122.645969642,"7,652,545","698,656"
20-0489,Vernon,8,2020,8/29/2020,False,North,45.562999194,-122.645969642,"7,652,545","698,656"
19-0174,Cully,6,2019,6/6/2019,False,North,45.563024878,-122.613325738,"7,660,903","698,445"
20-0210,Cully,5,2020,5/28/2020,False,North,45.563025688,-122.588957558,"7,667,142","698,283"
19-0037,Cully,2,2019,2/4/2019,True,North,45.563795396,-122.620353740,"7,659,111","698,773"
20-0258,King,6,2020,6/23/2020,False,North,45.564499458,-122.662544679,"7,648,316","699,316"
19-0206,Vernon,7,2019,7/7/2019,True,North,45.564575915,-122.650567999,"7,651,383","699,262"
21-0079,King,1,2021,1/25/2021,True,North,45.564847144,-122.661417382,"7,648,608","699,435"
20-0195,Cully,5,2020,5/16/2020,False,North,45.565070714,-122.596586899,"7,665,208","699,079"
20-0653,Cully,10,2020,10/5/2020,False,North,45.565095540,-122.611723311,"7,661,333","699,189"
20-0072,Cully,2,2020,2/10/2020,False,North,45.565105832,-122.600826129,"7,664,123","699,120"
20-0197,Argay,5,2020,5/17/2020,False,North,45.565145709,-122.521143670,"7,684,524","698,614"
20-0898,Argay,12,2020,12/25/2020,True,East,45.565145709,-122.521143670,"7,684,524","698,614"
20-0020,Humboldt,1,2020,1/8/2020,False,North,45.565167112,-122.676889608,"7,644,650","699,658"
21-0251,Parkrose,3,2021,3/25/2021,False,North,45.565228663,-122.539597869,"7,679,800","698,763"
19-0010,Parkrose,1,2019,1/10/2019,True,North,45.565307947,-122.554716466,"7,675,930","698,890"
19-0118,King,4,2019,4/26/2019,False,North,45.565328549,-122.661349790,"7,648,630","699,610"
20-0860,King,12,2020,12/12/2020,False,North,45.565970611,-122.661346908,"7,648,637","699,844"
20-0679,Humboldt,10,2020,10/18/2020,False,North,45.566108588,-122.664805138,"7,647,753","699,918"
20-0851,Humboldt,12,2020,12/6/2020,False,North,45.566123215,-122.671305424,"7,646,089","699,968"
20-0797,King,11,2020,11/27/2020,False,North,45.566288953,-122.658128701,"7,649,464","699,938"
20-0152,NONE,4,2020,4/16/2020,False,North,45.566347314,-122.569885828,"7,672,056","699,368"
20-0115,King,3,2020,3/26/2020,False,North,45.566374701,-122.662327108,"7,648,390","699,998"
19-0196,Cully,6,2019,6/27/2019,False,North,45.566403323,-122.599936729,"7,664,363","699,587"
20-0009,Cully,1,2020,1/2/2020,False,North,45.566481129,-122.603185517,"7,663,532","699,637"
20-0120,Cully,3,2020,3/31/2020,False,North,45.567100340,-122.600829675,"7,664,141","699,847"
20-0922,Cully,12,2020,12/31/2020,False,North,45.567264162,-122.609116640,"7,662,021","699,962"
19-0339,Parkrose,10,2019,10/20/2019,False,North,45.567313881,-122.538661177,"7,680,059","699,517"
19-0080,Piedmont,3,2019,3/16/2019,False,North,45.567708739,-122.662584982,"7,648,337","700,486"
20-0576,Parkrose,9,2020,9/17/2020,True,North,45.567973476,-122.532396143,"7,681,669","699,717"
20-0334,Cully,7,2020,7/20/2020,False,North,45.568065067,-122.606583985,"7,662,677","700,237"
19-0361,Cully,11,2019,11/9/2019,False,North,45.568141402,-122.596852718,"7,665,169","700,200"
20-0615,Woodlawn,9,2020,9/30/2020,False,North,45.568431419,-122.651702426,"7,651,130","700,675"
20-0908,Cully,12,2020,12/26/2020,False,North,45.568680507,-122.600235859,"7,664,308","700,419"
20-0586,Piedmont,9,2020,9/20/2020,False,North,45.569470918,-122.668808508,"7,646,761","701,171"
21-0052,Concordia,1,2021,1/15/2021,False,North,45.569659130,-122.621654938,"7,658,834","700,919"
20-0625,Piedmont,9,2020,9/12/2020,False,North,45.569921580,-122.674872771,"7,645,213","701,377"
21-0102,Piedmont,2,2021,2/1/2021,False,North,45.569921580,-122.674872771,"7,645,213","701,377"
20-0670,Cully,10,2020,10/17/2020,True,North,45.569930273,-122.608852477,"7,662,114","700,932"
20-0397,Woodlawn,8,2020,8/6/2020,True,North,45.570015200,-122.659860337,"7,649,057","701,308"
21-0041,Woodlawn,1,2021,1/10/2021,False,North,45.570265163,-122.652381369,"7,650,974","701,348"
20-0341,Woodlawn,7,2020,7/23/2020,False,North,45.570272928,-122.660307662,"7,648,945","701,405"
20-0886,Cully,12,2020,12/21/2020,False,North,45.570404423,-122.595069157,"7,665,647","701,013"
19-0307,Parkrose,9,2019,9/19/2019,True,North,45.570632239,-122.545069468,"7,678,449","700,768"
21-0158,Woodlawn,2,2021,2/23/2021,False,North,45.570906929,-122.655616778,"7,650,152","701,604"
21-0104,Woodlawn,2,2021,2/2/2021,False,North,45.570987113,-122.656608145,"7,649,899","701,640"
21-0154,Arbor Lodge,2,2021,2/21/2021,False,North,45.571721626,-122.681235129,"7,643,602","702,077"
20-0379,Woodlawn,7,2020,7/29/2020,True,North,45.571727606,-122.657062100,"7,649,790","701,913"
20-0435,Woodlawn,8,2020,8/17/2020,True,North,45.571766460,-122.652352389,"7,650,996","701,895"
21-0032,Piedmont,1,2021,1/11/2021,False,North,45.571792294,-122.661361671,"7,648,690","701,966"
20-0833,Woodlawn,12,2020,12/5/2020,False,North,45.571815440,-122.650467429,"7,651,479","701,900"
20-0921,Woodlawn,12,2020,12/31/2020,False,North,45.571861560,-122.650055093,"7,651,585","701,914"
21-0276,Piedmont,3,2021,3/31/2021,False,North,45.572026644,-122.670769616,"7,646,284","702,116"
20-0823,Piedmont,11,2020,11/21/2020,False,North,45.572035488,-122.671754392,"7,646,032","702,126"
20-0713,Arbor Lodge,10,2020,10/28/2020,False,North,45.572153587,-122.686228648,"7,642,328","702,269"
20-0391,Woodlawn,8,2020,8/5/2020,False,North,45.572260240,-122.656164327,"7,650,025","702,101"
21-0039,Concordia,1,2021,1/13/2021,False,North,45.572412857,-122.641387953,"7,653,809","702,056"
21-0142,Concordia,2,2021,2/16/2021,False,North,45.572497164,-122.630644398,"7,656,560","702,014"
19-0050,Concordia,2,2019,2/15/2019,False,North,45.572574801,-122.638139956,"7,654,642","702,093"
20-0765,Piedmont,11,2020,11/17/2020,False,North,45.572913748,-122.668830752,"7,646,789","702,426"
21-0008,Piedmont,1,2021,1/3/2021,False,North,45.573006993,-122.669705480,"7,646,566","702,466"
21-0120,Arbor Lodge,2,2021,2/4/2021,False,North,45.573215976,-122.682296584,"7,643,345","702,629"
21-0124,Arbor Lodge,1,2021,1/16/2021,False,North,45.573215976,-122.682296584,"7,643,345","702,629"
20-0547,Woodlawn,9,2020,9/11/2020,True,North,45.573261437,-122.657054013,"7,649,807","702,472"
20-0528,Arbor Lodge,9,2020,9/3/2020,False,North,45.573291035,-122.681955691,"7,643,433","702,654"
20-0565,Piedmont,9,2020,9/12/2020,False,North,45.573410892,-122.673307181,"7,645,648","702,638"
20-0169,Concordia,4,2020,4/29/2020,False,North,45.573454443,-122.638196551,"7,654,636","702,414"
20-0640,Concordia,10,2020,10/8/2020,False,North,45.573454443,-122.638196551,"7,654,636","702,414"
21-0026,Arbor Lodge,1,2021,1/10/2021,False,North,45.573505329,-122.682229583,"7,643,365","702,734"
21-0228,Concordia,3,2021,3/17/2021,True,North,45.573518014,-122.635956584,"7,655,210","702,422"
21-0195,Piedmont,3,2021,3/4/2021,False,North,45.573851435,-122.662307396,"7,648,468","702,723"
20-0849,Piedmont,12,2020,12/5/2020,False,North,45.573907316,-122.674767747,"7,645,279","702,829"
20-0396,Arbor Lodge,8,2020,8/5/2020,False,North,45.573971904,-122.689295129,"7,641,561","702,953"
19-0227,Woodlawn,7,2019,7/25/2019,True,North,45.574050492,-122.653599317,"7,650,699","702,736"
21-0129,Woodlawn,2,2021,2/10/2021,True,North,45.574050492,-122.653599317,"7,650,699","702,736"
21-0166,Woodlawn,2,2021,2/26/2021,False,North,45.574388697,-122.659851062,"7,649,102","702,902"
20-0861,Woodlawn,12,2020,12/13/2020,False,North,45.574431126,-122.659344813,"7,649,232","702,914"
19-0336,Woodlawn,10,2019,10/19/2019,False,North,45.574473627,-122.658834660,"7,649,363","702,926"
20-0840,Woodlawn,12,2020,12/7/2020,False,North,45.574473627,-122.658834660,"7,649,363","702,926"
21-0010,Woodlawn,1,2021,1/4/2021,False,North,45.574473627,-122.658834660,"7,649,363","702,926"
19-0242,Piedmont,8,2019,8/3/2019,False,North,45.574473741,-122.664667298,"7,647,870","702,966"
20-0506,Arbor Lodge,9,2020,9/1/2020,False,North,45.574922441,-122.695563040,"7,639,966","703,343"
20-0902,Woodlawn,12,2020,12/26/2020,False,North,45.575868029,-122.654117597,"7,650,584","703,402"
21-0141,Arbor Lodge,2,2021,2/16/2021,True,North,45.576220685,-122.686318986,"7,642,345","703,752"
20-0166,Piedmont,4,2020,4/26/2020,False,East,45.576491180,-122.672768856,"7,645,816","703,757"
19-0004,Piedmont,1,2019,1/4/2019,False,North,45.576853283,-122.661413869,"7,648,726","703,811"
19-0119,Piedmont,4,2019,4/26/2019,False,North,45.576856841,-122.668512699,"7,646,909","703,861"
20-0389,Kenton,8,2020,8/5/2020,False,North,45.577129407,-122.686865812,"7,642,214","704,087"
20-0632,Kenton,10,2020,10/5/2020,False,North,45.577130361,-122.697898866,"7,639,390","704,164"
20-0096,Kenton,3,2020,3/2/2020,False,North,45.577170622,-122.705112547,"7,637,544","704,229"
20-0234,Piedmont,6,2020,6/8/2020,False,North,45.577214783,-122.663345904,"7,648,235","703,956"
20-0698,Piedmont,10,2020,10/24/2020,True,North,45.577215316,-122.668417012,"7,646,937","703,991"
20-0847,Woodlawn,12,2020,12/4/2020,False,North,45.577219389,-122.661349683,"7,648,746","703,944"
